edit_sim:analytic,edit_sim:innovation,edit_sim:technology,edit_sim_sent:analytic,edit_sim_sent:innovation,edit_sim_sent:technology,company,haskey:analytic,haskey:innovation,haskey:technology,tic,groundtruth:analytics,example_sent:analytics,start_year:analytics,Notes:analytics,Actuall User
0.25,0.3,0.2,hashdex announces launch of the hashdex nasdaq crypto index europe etp,hashdex announces launch of the hashdex nasdaq crypto index europe etp,hashdex announces launch of the hashdex nasdaq crypto index europe etp,hashdex,0,0,0,HAA,,,,,
0.25,0.357142857,0.3,freedom financial network announces close of 233m securitization with aaa ratings from dbrs kroll,freedom financial network announces close of 233m securitization with aaa ratings from dbrs kroll,freedom financial network announces close of 233m securitization with aaa ratings from dbrs kroll,freedom financial network,0,0,0,FSB,,,,,
0.25,0.3,0.3,swell and briostack team up to help pest control providers,swell and briostack team up to help pest control providers,swell and briostack team up to help pest control providers,swell,0,0,0,,,,,,
0.25,0.4,0.2,acorn finance and joist team up to embed financing offers in mobile estimating and invoicing platform,acorn finance and joist team up to embed financing offers in mobile estimating and invoicing platform,acorn finance and joist team up to embed financing offers in mobile estimating and invoicing platform,acorn finance,0,0,0,ACRN,,,,,
0.25,0.538461538,0.5,early warning press release   michael degiglio exercises expiring stock options and sells 100 000 common shares of village farms international inc pursuant to 10b 5 1 trading plan,early warning press release   michael degiglio exercises expiring stock options and sells 100 000 common shares of village farms international inc pursuant to 10b 5 1 trading plan,michael degiglio disposes of 520 000 common shares of village farms international inc recently received as a performance stock grant for 2020 ,michael degiglio,0,0,0,C,,,,,
0.25,0.454545455,0.2,major development boost for destination andermatt sedrun vail resorts makes a sizeable chf 149 million investment for a 55 stake in andermatt sedrun sport ag,major development boost for destination andermatt sedrun vail resorts makes a sizeable chf 149 million investment for a 55 stake in andermatt sedrun sport ag,major development boost for destination andermatt sedrun vail resorts makes a sizeable chf 149 million investment for a 55 stake in andermatt sedrun sport ag,andermatt__sedrun sport ag,0,0,0,I,,,,,
0.25,0.5,0.2,adtalem global education foundation joins the fight against cancer with grant to fund educational experiences for underrepresented students,adtalem global education foundation joins the fight against cancer with grant to fund educational experiences for underrepresented students,adtalem global education foundation joins the fight against cancer with grant to fund educational experiences for underrepresented students,american cancer society in illinois,0,0,0,,,,,,
0.25,0.538461538,0.3,rollins inc announces settlement of sec investigation,rollins inc announces settlement of sec investigation,orkin establishes franchise in quito ecuador,rollins inc.,0,0,0,ROL,,,,,
0.25,0.2,0.2,fanduel group and boyd gaming launch mobile and retail sports betting across louisiana,fanduel group and boyd gaming launch mobile and retail sports betting across louisiana,fanduel group and boyd gaming launch mobile and retail sports betting across louisiana,fanduel group,0,0,0,ALYA,,,,,
0.25,0.2,0.2,alo yoga brings wellness to the metaverse with roblox,alo yoga brings wellness to the metaverse with roblox,alo yoga brings wellness to the metaverse with roblox,alo yoga,0,0,0,,,,,,
0.25,0.4,0.2,intercorp financial services inc to host virtual investor day on june 22 2022,intercorp financial services inc to host virtual investor day on june 22 2022,intercorp financial services inc to host virtual investor day on june 22 2022,intercorp financial services inc.,0,0,0,IFS,,,,,
0.25,0.6,0.3,denso deploys beam global sustainable electric vehicle charging systems at tennessee location supports companys green focus,denso deploys beam global sustainable electric vehicle charging systems at tennessee location supports companys green focus,denso deploys beam global sustainable electric vehicle charging systems at tennessee location supports companys green focus,denso,0,0,0,,,,,,
0.25,0.538461538,0.230769231,international tower hill mines announces results from 2021 annual general and special meeting of shareholders,international tower hill mines announces results from 2021 annual general and special meeting of shareholders,international tower hill mines announces results from 2021 annual general and special meeting of shareholders,international tower hill mines ltd.,0,0,0,,,,,,
0.25,0.5,0.4,adams resources  energy inc announces investor webcast,adams resources  energy inc announces retirement of ceo appointment of a new executive chairman and formation of the office of the chairman,adams resources  energy inc announces investor webcast,adams resources  energy inc.,0,0,0,PEO,,,,,
0.25,0.3,0.3,cottonelle and blkhlth recommit to addressing stigmas to black americans and colorectal cancer screenings with year two of gooddownthere campaign,cottonelle and blkhlth recommit to addressing stigmas to black americans and colorectal cancer screenings with year two of gooddownthere campaign,cottonelle and blkhlth recommit to addressing stigmas to black americans and colorectal cancer screenings with year two of gooddownthere campaign,cottonelle brand kimberly__clark,0,0,0,KMB,,,,,
0.25,0.428571429,1,lumen technologies to present at the moffettnathanson 9th annual media  communications summit,lumen technologies to present at the moffettnathanson 9th annual media  communications summit,lumen technologies to present at the morgan stanley 2022 technology media  telecom conference,lumen technologies inc.,0,0,1,LUMN,,,,,
0.25,0.333333333,0.3,vizsla silver discovers new vein at the northern end of tajitos intersecting 3 513 gt ageq over 2 65 metres,vizsla silver discovers new vein at the northern end of tajitos intersecting 3 513 gt ageq over 2 65 metres,vizsla silver expands napoleon vein to 2 500 metres long and over 500 metres below surface at panuco,vizsla silver corp.,0,0,0,GATO,,,,,
0.25,0.3,0.2,alexco announces 13 1 million non brokered private placement of common shares,alexco announces 13 1 million non brokered private placement of common shares,alexco announces 13 1 million non brokered private placement of common shares,alexco resource corp.,0,0,0,QRCP,,,,,
0.25,0.4,0.3,documentary the case for heaven answers the eternal question about life after death,documentary the case for heaven answers the eternal question about life after death,documentary the case for heaven answers the eternal question about life after death,sandoval studios k__love films,0,0,0,,,,,,
0.25,0.3,0.2,black  abroad launches data driven follow up to its celebrated go back to africa campaign,black  abroad launches data driven follow up to its celebrated go back to africa campaign,black  abroad launches data driven follow up to its celebrated go back to africa campaign,black  abroad performance art,0,0,0,,,,,,
0.25,0.3,0.2,bonnie plants partners with the home depot to empower gardeners to donateyourharvest this season,bonnie plants partners with the home depot to empower gardeners to donateyourharvest this season,bonnie plants partners with the home depot to empower gardeners to donateyourharvest this season,bonnie plants,0,0,0,,,,,,
0.25,0.3,0.2,ab global high income fund inc releases monthly portfolio update,ab global high income fund releases monthly portfolio update,ab global high income fund releases monthly portfolio update,ab global high income fund inc.,0,0,0,AWF,,,,,
0.25,0.3,0.2,strykers inspace subacromial balloon spacer two year level 1 randomized controlled clinical study published in the journal of bone and joint surgery,strykers inspace subacromial balloon spacer two year level 1 randomized controlled clinical study published in the journal of bone and joint surgery,strykers inspace subacromial balloon spacer two year level 1 randomized controlled clinical study published in the journal of bone and joint surgery,stryker,0,0,0,SYK,,,,,
